"Authors","Author full names","Author(s) ID","Titles","Year","Source title","DOI","Cited by","Link","Abstract","Author Keywords","Document Type","Source"
"Lisitsyn S.; Widme C.; Garcia F.J.I.","Lisitsyn, Sergey (55292796000); Widme, Christian (24482810000); Garcia, Fernando J. Iglesias (55884135700)","55292796000; 24482810000; 55884135700","Tapkee: An efficient dimension reduction library","2013","Journal of Machine Learning Research","","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84885642698&partnerID=40&md5=8dae9bd6673842a63e903a705eb48060","We present Tapkee, a C++ template library that provides efficient implementations of more than 20 widely used dimensionality reduction techniques ranging from Locally Linear Embedding (Roweis and Saul, 2000) and Isomap (de Silva and Tenenbaum, 2002) to the recently introduced Barnes-Hut-SNE (van der Maaten, 2013). Our library was designed with a focus on performance and flexibility. For performance, we combine efficient multi-core algorithms, modern data structures and state-of-the-art low-level libraries. To achieve flexibility, we designed a clean interface for applying methods to user data and provide a callback API that facilitates integration with the library. The library is freely available as open-source software and is distributed under the permissive BSD 3-clause license. We encourage the integration of Tapkee into other open-source toolboxes and libraries. For example, Tapkee has been integrated into the codebase of the Shogun toolbox (Sonnenburg et al., 2010), giving us access to a rich set of kernels, distance measures and bindings to common programming languages including Python, Octave, Matlab, R, Java, C#, Ruby, Perl and Lua. Source code, examples and documentation are available at http://tapkee.lisitsyn.me. © 2013 Sergey Lisitsyn, Christian Widmer and Fernando J. Iglesias Garcia.","C++; Dimensionality reduction; Machine learning; Open source software","Article","Scopus"
"Matthey T.; Cickovski T.; Hampton S.; Ko A.; Ma Q.; Nyerges M.; Raeder T.; Slabach T.; Izaguirre J.A.","Matthey, Thierry (6603411597); Cickovski, Trevor (6507498504); Hampton, Scott (7005791887); Ko, Alice (7007018352); Ma, Qun (26660624200); Nyerges, Matthew (7004547387); Raeder, Troy (6507846496); Slabach, Thomas (6508253520); Izaguirre, Jesús A. (6603905955)","6603411597; 6507498504; 7005791887; 7007018352; 26660624200; 7004547387; 6507846496; 6508253520; 6603905955","ProtoMol, an object-oriented framework for prototyping novel algorithms for molecular dynamics","2004","ACM Transactions on Mathematical Software","10.1145/1024074.1024075","64","https://www.scopus.com/inward/record.uri?eid=2-s2.0-8344261362&doi=10.1145%2f1024074.1024075&partnerID=40&md5=0aab79a2ee746289e44ae2977f6777a2","PROTOMOL is a high-performance framework in C++ for rapid prototyping of novel algorithms for molecular dynamics and related applications. Its flexibility is achieved primarily through the use of inheritance and design patterns (object-oriented programming). Performance is obtained by using templates that enable generation of efficient code for sections critical to performance (generic programming). The framework encapsulates important optimizations that can be used by developers, such as parallelism in the force computation. Its design is based on domain analysis of numerical integrators for molecular dynamics (MD) and of fast solvers for the force computation, particularly due to electrostatic interactions. Several new and efficient algorithms are implemented in PROTOMOL. Finally, it is shown that PROTOMOL'S sequential performance is excellent when compared to a leading MD program, and that it scales well for moderate number of processors. Binaries and source codes for Windows, Linux, Solaris, IRIX, HP-UX, and AIX platforms are available under open source license at http://protomol.sourceforge.net.","Fast electrostatic methods; Incremental parallelism; Molecular dynamics; Multigrid; Multiple time-stepping integration; Object-oriented framework","Article","Scopus"
"Griss J.; Gerner C.","Griss, Johannes (26632798400); Gerner, Christopher (7003781554)","26632798400; 7003781554","GPDE: A biological view on PRIDE","2009","Journal of Proteomics and Bioinformatics","10.4172/jpb.1000074","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-68549105828&doi=10.4172%2fjpb.1000074&partnerID=40&md5=ac2517bb77ff61c8b290c71475eba2dc","Clinical proteomics are unthinkable without the extensive use of meta-analysis. By the development of the Proteomics Identification Database Engine (PRIDE) extensive markup language (XML) data format in 2005 a standardized data format for proteomics data publishing was created. Here we present the Griss Proteomics Database Engine (GPDE, http://www.griss.co.at/?GPDE): an open source web-based bioinformatic tool that uses the possibilities of this standardized data format to create biologically-based meta-analysis over an unlimited number of proteomics experiments. Its aims are (1) to be fully compatible with the PRIDE XML data schema, (2) to integrate the data of different experiments or projects based on specially defined ""cell types"" thus dissolving the ""borders"" between different experiments and (3) to provide an intuitive web interface to access data otherwise only accessible via complex queries. The GPDE is free software and available for download under the terms of the Affero General Public License (AGPL, http://www.fsf.org/licensing/licenses/agpl-3.0.html). The GPDE is currently used by the Clinical Proteomics Laboratories at the Medical University of Vienna (CPL/MUW) (available at http://www.meduniwien.ac.at/proteomics/database). There the GPDE is used in three different ways: 1) as an in silico alternative to multiple Western analyses; 2) to provide easy access to cellular proteome reference maps and 3) to reliably support the assessment of the specificity of biomarker candidates. © 2009 Griss J, et al.","Biomarker discovery; Database; GPDE; Meta-analysis; Pride; Proteomics","Article","Scopus"
"Rodrigues M.R.; Magalhães W.C.S.; Machado M.; Tarazona-Santos E.","Rodrigues, Maíra R. (42062368800); Magalhães, Wagner C.S. (24168827800); Machado, Moara (37661875300); Tarazona-Santos, Eduardo (6602570139)","42062368800; 24168827800; 37661875300; 6602570139","A graph-based approach for designing extensible pipelines","2012","BMC Bioinformatics","10.1186/1471-2105-13-163","5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863674803&doi=10.1186%2f1471-2105-13-163&partnerID=40&md5=6196f70103cf4774d5af1f2c543bcff2","Background: In bioinformatics, it is important to build extensible and low-maintenance systems that are able to deal with the new tools and data formats that are constantly being developed. The traditional and simplest implementation of pipelines involves hardcoding the execution steps into programs or scripts. This approach can lead to problems when a pipeline is expanding because the incorporation of new tools is often error prone and time consuming. Current approaches to pipeline development such as workflow management systems focus on analysis tasks that are systematically repeated without significant changes in their course of execution, such as genome annotation. However, more dynamism on the pipeline composition is necessary when each execution requires a different combination of steps.Results: We propose a graph-based approach to implement extensible and low-maintenance pipelines that is suitable for pipeline applications with multiple functionalities that require different combinations of steps in each execution. Here pipelines are composed automatically by compiling a specialised set of tools on demand, depending on the functionality required, instead of specifying every sequence of tools in advance. We represent the connectivity of pipeline components with a directed graph in which components are the graph edges, their inputs and outputs are the graph nodes, and the paths through the graph are pipelines. To that end, we developed special data structures and a pipeline system algorithm. We demonstrate the applicability of our approach by implementing a format conversion pipeline for the fields of population genetics and genetic epidemiology, but our approach is also helpful in other fields where the use of multiple software is necessary to perform comprehensive analyses, such as gene expression and proteomics analyses. The project code, documentation and the Java executables are available under an open source license at http://code.google.com/p/dynamic-pipeline. The system has been tested on Linux and Windows platforms.Conclusions: Our graph-based approach enables the automatic creation of pipelines by compiling a specialised set of tools on demand, depending on the functionality required. It also allows the implementation of extensible and low-maintenance pipelines and contributes towards consolidating openness and collaboration in bioinformatics systems. It is targeted at pipeline developers and is suited for implementing applications with sequential execution steps and combined functionalities. In the format conversion application, the automatic combination of conversion tools increased both the number of possible conversions available to the user and the extensibility of the system to allow for future updates with new file formats. © 2012 Rodrigues et al.; licensee BioMed Central Ltd.","","Article","Scopus"
"Sojer M.; Alexy O.; Kleinknecht S.; Henkel J.","Sojer, Manuel (15021403000); Alexy, Oliver (36439193000); Kleinknecht, Sven (56769760800); Henkel, Joachim (15822422700)","15021403000; 36439193000; 56769760800; 15822422700","Understanding the Drivers of Unethical Programming Behavior: The Inappropriate Reuse of Internet-Accessible Code","2014","Journal of Management Information Systems","10.1080/07421222.2014.995563","26","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84938873635&doi=10.1080%2f07421222.2014.995563&partnerID=40&md5=da88798003406785e7b5371901a8c745","Programming is riddled with ethical issues. Although extant literature explains why individuals in IT would act unethically in many situations, we know surprisingly little about what causes them to do so during the creative act of programming. To address this issue, we look at the reuse of Internet-accessible code: software source code legally available for gratis download from the Internet. Specifically, we scrutinize the reasons why individuals would unethically reuse such code by not checking or purposefully violating its accompanying license obligations, thus risking harm for their employer. By integrating teleological and deontological ethical judgments into a theory of planned behavior model - using elements of expected utility, deterrence, and ethical work climate theory - we construct an original theoretical framework to capture individuals' decision-making process leading to the unethical reuse of Internet-accessible code. We test this framework with a unique survey of 869 professional software developers. Our findings advance the theoretical and practical understanding of ethical behavior in information systems. We show that programmers use consequentialist ethical judgments when carrying out creative tasks and that ethical work climates influence programmers indirectly through their peers' judgment of what is appropriate behavior. For practice, where code reuse promises substantial efficiency and quality gains, our results highlight that firms can prevent unethical code reuse by informing developers of its negative consequences, building a work climate that fosters compliance with laws and professional codes, and making sure that excessive time pressure is avoided. Copyright © Taylor & Francis Group, LLC.","code reuse; ethical behavior; information systems ethics; Internet-accessible code; open source software; partial least squares; programming ethics; theory of planned behavior","Article","Scopus"
"Mamagiannou E.; Pitenis E.; Natsiopoulos D.A.; Vergos G.S.; Tziavos I.N.","Mamagiannou, Elisavet (57782118600); Pitenis, Eleftherios (57780803900); Natsiopoulos, Dimitrios A. (57190972128); Vergos, Georgios S. (8407418700); Tziavos, Ilias N. (6601969866)","57782118600; 57780803900; 57190972128; 8407418700; 6601969866","GeoGravGOCE: A standalone MATLAB GUI for processing GOCE satellite gradient data","2022","Computers and Geosciences","10.1016/j.cageo.2022.105184","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133478204&doi=10.1016%2fj.cageo.2022.105184&partnerID=40&md5=667e4d35fd2c655d11dc5494ecc45d1f","The exploitation of data from the Global Ocean Circulation Explorer (GOCE) mission still offers unique insights in Earth system processes despite the fact that the mission has been completed more than eight years ago. The use of GOCE data requires tedious and cumbersome processing in order to extract them from their original format, process them in the various reference frames and filter them to derive final products at the orbital altitude. GeoGravGOCE is an open-source software, developed in MATLAB, which aims to provide a friendly Graphical User Interface (GUI) to process the original GOCE gradiometric observations, i.e., second-order derivatives of the gravitational potential as provided by the European Space Agency. It is composed of four main tabs, which first allows the GOCE gradient pre-processing and the transformation of gradients from a geopotential models to the gradiometric reference frame. Then, the spectral filtering and the mutual transformations of gravity gradients between the four reference systems used in satellite gravimetry can be carried out. Three main filtering methods are implemented within the software, referring to: Finite Impulse Response (FIR), Infinite Impulse Response (IIR), and Wavelet Multi-Resolution Analysis (WL-MRA) filters. The user is free to select the desired degree of filtering and evaluate the derived results in terms of both the power spectral density of the filtered signals and their spatial distribution. The present work gives an analytical outline of the program, along with its various functionalities, while results derived from the processing of original GOCE data are presented as well. GeoGravGOCE is a free software under the GNU license and can be freely accessed via the project webpage http://olimpia.topo.auth.gr/GeoGravGOCE/. © 2022 The Authors","FIR; GOCE mission; Gravity gradients; IIR; MATLAB GUI; Reference frame transformation; Wavelet filtering","Article","Scopus"
"Miolane N.; Guigui N.; Le Brigant A.; Mathe J.; Hou B.; Thanwerdas Y.; Heyder S.; Peltre O.; Koep N.; Zaatiti H.; Hajri H.; Cabanes Y.; Gerald T.; Chauchat P.; Shewmake C.; Brooks D.; Kainz B.; Donnat C.; Holmes S.; Pennec X.","Miolane, Nina (56667563400); Guigui, Nicolas (57212571697); Le Brigant, Alice (57190735929); Mathe, Johan (57219522686); Hou, Benjamin (57193190944); Thanwerdas, Yann (57212576297); Heyder, Stefan (57219694418); Peltre, Olivier (57212574627); Koep, Niklas (56941001000); Zaatiti, Hadi (57188762577); Hajri, Hatem (51461201600); Cabanes, Yann (57210210830); Gerald, Thomas (57197832064); Chauchat, Paul (57217959303); Shewmake, Christian (57219685375); Brooks, Daniel (57203928409); Kainz, Bernhard (25937325100); Donnat, Claire (57203205066); Holmes, Susan (7203030601); Pennec, Xavier (7003505762)","56667563400; 57212571697; 57190735929; 57219522686; 57193190944; 57212576297; 57219694418; 57212574627; 56941001000; 57188762577; 51461201600; 57210210830; 57197832064; 57217959303; 57219685375; 57203928409; 25937325100; 57203205066; 7203030601; 7003505762","Geomstats: A python package for riemannian geometry in machine learning","2020","Journal of Machine Learning Research","","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85098458681&partnerID=40&md5=70c95d61425be6704496ef75e07e4dce","We introduce Geomstats, an open-source Python package for computations and statistics on nonlinear manifolds such as hyperbolic spaces, spaces of symmetric positive definite matrices, Lie groups of transformations, and many more. We provide object-oriented and extensively unit-tested implementations. Manifolds come equipped with families of Riemannian metrics with associated exponential and logarithmic maps, geodesics, and parallel transport. Statistics and learning algorithms provide methods for estimation, clustering, and dimension reduction on manifolds. All associated operations are vectorized for batch computation and provide support for different execution backends-namely NumPy, PyTorch, and TensorFlow. This paper presents the package, compares it with related libraries, and provides relevant code examples. We show that Geomstats provides reliable building blocks to both foster research in differential geometry and statistics and democratize the use of Riemannian geometry in machine learning applications. The source code is freely available under the MIT license at geomstats.ai. © 2020 Nina Miolane, Nicolas Guigui, Alice Le Brigant, Johan Mathe, Benjamin Hou, Yann Thanwerdas, Stefan Heyder, Olivier Peltre, Niklas Koep, Hadi Zaatiti, Hatem Hajri, Yann Cabanes, Thomas Gerald, Paul Chauchat, Christian Shewmake, Daniel Brooks, Bernhard Kainz, Claire Donnat, Susan Holmes and Xavier Pennec. License: CC-BY 4.0, see https://creativecommons.org/licenses/by/4.0/. Attribution requirements are provided at http://jmlr.org/papers/v21/19-027.html.","Differential geometry; Machine learning; Manifold; Riemannian geometry; Statistics","Article","Scopus"
"Wu Y.; Wang S.; Bezemer C.-P.; Inoue K.","Wu, Yuhao (57095239500); Wang, Shaowei (54685504200); Bezemer, Cor-Paul (35742992600); Inoue, Katsuro (7601540520)","57095239500; 54685504200; 35742992600; 7601540520","How do developers utilize source code from stack overflow?","2019","Empirical Software Engineering","10.1007/s10664-018-9634-5","48","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049571873&doi=10.1007%2fs10664-018-9634-5&partnerID=40&md5=0d9dc751b467f3d48c59d37e06855209","Technical question and answer Q&A platforms, such as Stack Overflow, provide a platform for users to ask and answer questions about a wide variety of programming topics. These platforms accumulate a large amount of knowledge, including hundreds of thousands lines of source code. Developers can benefit from the source code that is attached to the questions and answers on Q&A platforms by copying or learning from (parts of) it. By understanding how developers utilize source code from Q&A platforms, we can provide insights for researchers which can be used to improve next-generation Q&A platforms to help developers reuse source code fast and easily. In this paper, we first conduct an exploratory study on 289 files from 182 open-source projects, which contain source code that has an explicit reference to a Stack Overflow post. Our goal is to understand how developers utilize code from Q&A platforms and to reveal barriers that may make code reuse more difficult. In 31.5% of the studied files, developers needed to modify source code from Stack Overflow to make it work in their own projects. The degree of required modification varied from simply renaming variables to rewriting the whole algorithm. Developers sometimes chose to implement an algorithm from scratch based on the descriptions from Stack Overflow answers, even if there was an implementation readily available in the post. In 35.5% of the studied files, developers used Stack Overflow posts as an information source for later reference. To further understand the barriers of reusing code and to obtain suggestions for improving the code reuse process on Q&A platforms, we conducted a survey with 453 open-source developers who are also on Stack Overflow. We found that the top 3 barriers that make it difficult for developers to reuse code from Stack Overflow are: (1) too much code modification required to fit in their projects, (2) incomprehensive code, and (3) low code quality. We summarized and analyzed all survey responses and we identified that developers suggest improvements for future Q&A platforms along the following dimensions: code quality, information enhancement & management, data organization, license, and the human factor. For instance, developers suggest to improve the code quality by adding an integrated validator that can test source code online, and an outdated code detection mechanism. Our findings can be used as a roadmap for researchers and developers to improve code reuse. © 2018, Springer Science+Business Media, LLC, part of Springer Nature.","","Article","Scopus"
"Glicksberg B.S.; Oskotsky B.; Thangaraj P.M.; Giangreco N.; Badgeley M.A.; Johnson K.W.; Datta D.; Rudrapatna V.A.; Rappoport N.; Shervey M.M.; Miotto R.; Goldstein T.C.; Rutenberg E.; Frazier R.; Lee N.; Israni S.; Larsen R.; Percha B.; Li L.; Dudley J.T.; Tatonetti N.P.; Butte A.J.; Wren J.","Glicksberg, Benjamin S. (55845627200); Oskotsky, Boris (57196193993); Thangaraj, Phyllis M. (57203848211); Giangreco, Nicholas (57195370965); Badgeley, Marcus A. (55262062500); Johnson, Kipp W. (55522229700); Datta, Debajyoti (57211526806); Rudrapatna, Vivek A. (57193290890); Rappoport, Nadav (36673704500); Shervey, Mark M. (57202109467); Miotto, Riccardo (57202034402); Goldstein, Theodore C. (57208459316); Rutenberg, Eugenia (57211527573); Frazier, Remi (57211527179); Lee, Nelson (57201072023); Israni, Sharat (57197752356); Larsen, Rick (57211526133); Percha, Bethany (9841093300); Li, Li (56370080000); Dudley, Joel T. (18633685600); Tatonetti, Nicholas P. (35604787200); Butte, Atul J. (7003333396); Wren, Jonathan (7005385633)","55845627200; 57196193993; 57203848211; 57195370965; 55262062500; 55522229700; 57211526806; 57193290890; 36673704500; 57202109467; 57202034402; 57208459316; 57211527573; 57211527179; 57201072023; 57197752356; 57211526133; 9841093300; 56370080000; 18633685600; 35604787200; 7003333396; 7005385633","PatientExploreR: An extensible application for dynamic visualization of patient clinical history from electronic health records in the OMOP common data model","2019","Bioinformatics","10.1093/bioinformatics/btz409","17","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074306462&doi=10.1093%2fbioinformatics%2fbtz409&partnerID=40&md5=1b2d1544c27f3e9bbf88af18a5caec2f","Motivation: Electronic health records (EHRs) are quickly becoming omnipresent in healthcare, but interoperability issues and technical demands limit their use for biomedical and clinical research. Interactive and flexible software that interfaces directly with EHR data structured around a common data model (CDM) could accelerate more EHR-based research by making the data more accessible to researchers who lack computational expertise and/or domain knowledge. Results: We present PatientExploreR, an extensible application built on the R/Shiny framework that interfaces with a relational database of EHR data in the Observational Medical Outcomes Partnership CDM format. PatientExploreR produces patient-level interactive and dynamic reports and facilitates visualization of clinical data without any programming required. It allows researchers to easily construct and export patient cohorts from the EHR for analysis with other software. This application could enable easier exploration of patient-level data for physicians and researchers. PatientExploreR can incorporate EHR data from any institution that employs the CDM for users with approved access. The software code is free and open source under the MIT license, enabling institutions to install and users to expand and modify the application for their own purposes. Availability and implementation: PatientExploreR can be freely obtained from GitHub: https://github.com/BenGlicksberg/PatientExploreR. We provide instructions for how researchers with approved access to their institutional EHR can use this package. We also release an open sandbox server of synthesized patient data for users without EHR access to explore: http://patientexplorer.ucsf.edu. Supplementary information: Supplementary data are available at Bioinformatics online. © 2019 The Author(s) 2019. Published by Oxford University Press.","","Article","Scopus"
"Shah S.P.; He D.Y.M.; Sawkins J.N.; Druce J.C.; Quon G.; Lett D.; Zheng G.X.Y.; Xu T.; Ouellette B.F.F.","Shah, Sohrab P. (7403888751); He, David Y.M. (55885766800); Sawkins, Jessica N. (6602853809); Druce, Jeffrey C. (55885667400); Quon, Gerald (6507836772); Lett, Drew (6602217172); Zheng, Grace X.Y. (35075509200); Xu, Tao (56612145300); Ouellette, B.F. Francis (6603899294)","7403888751; 55885766800; 6602853809; 55885667400; 6507836772; 6602217172; 35075509200; 56612145300; 6603899294","Pegasys: Software for executing and integrating analyses of biological sequences","2004","BMC Bioinformatics","10.1186/1471-2105-5-40","67","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2942544409&doi=10.1186%2f1471-2105-5-40&partnerID=40&md5=95a5124652b59df8d41e739a1e3f594d","Background: We present Pegasys - a flexible, modular and customizable software system that facilitates the execution and data integration from heterogeneous biological sequence analysis tools. Results: The Pegasys system includes numerous tools for pair-wise and multiple sequence alignment, ab initio gene prediction, RNA gene detection, masking repetitive sequences in genomic DNA as well as filters for database formatting and processing raw output from various analysis tools. We introduce a novel data structure for creating workflows of sequence analyses and a unified data model to store its results. The software allows users to dynamically create analysis workflows at run-time by manipulating a graphical user interface. All non-serial dependent analyses are executed in parallel on a compute cluster for efficiency of data generation. The uniform data model and backend relational database management system of Pegasys allow for results of heterogeneous programs included in the workflow to be integrated and exported into General Feature Format for further analyses in GFF-dependent tools, or GAME XML for import into the Apollo genome editor. The modularity of the design allows for new tools to be added to the system with little programmer overhead. The database application programming interface allows programmatic access to the data stored in the backend through SQL queries. Conclusions: The Pegasys system enables biologists and bioinformaticians to create and manage sequence analysis workflows. The software is released under the Open Source GNU General Public License. © 2004 Shah et al; licensee BioMed Central Ltd.","","Article","Scopus"
"Broeksema B.; Calusinska M.; McGee F.; Winter K.; Bongiovanni F.; Goux X.; Wilmes P.; Delfosse P.; Ghoniem M.","Broeksema, Bertjan (54405503400); Calusinska, Magdalena (35723912400); McGee, Fintan (9040105500); Winter, Klaas (57194111008); Bongiovanni, Francesco (57226735524); Goux, Xavier (55266549500); Wilmes, Paul (57207607143); Delfosse, Philippe (6701446316); Ghoniem, Mohammad (8261997800)","54405503400; 35723912400; 9040105500; 57194111008; 57226735524; 55266549500; 57207607143; 6701446316; 8261997800","ICoVeR - an interactive visualization tool for verification and refinement of metagenomic bins","2017","BMC Bioinformatics","10.1186/s12859-017-1653-5","14","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85018746504&doi=10.1186%2fs12859-017-1653-5&partnerID=40&md5=ca7eb382564aa7385715d38a12cc7ac3","Background: Recent advances in high-throughput sequencing allow for much deeper exploitation of natural and engineered microbial communities, and to unravel so-called ""microbial dark matter"" (microbes that until now have evaded cultivation). Metagenomic analyses result in a large number of genomic fragments (contigs) that need to be grouped (binned) in order to reconstruct draft microbial genomes. While several contig binning algorithms have been developed in the past 2 years, they often lack consensus. Furthermore, these software tools typically lack a provision for the visualization of data and bin characteristics. Results: We present ICoVeR, the Interactive Contig-bin Verification and Refinement tool, which allows the visualization of genome bins. More specifically, ICoVeR allows curation of bin assignments based on multiple binning algorithms. Its visualization window is composed of two connected and interactive main views, including a parallel coordinates view and a dimensionality reduction plot. To demonstrate ICoVeR's utility, we used it to refine disparate genome bins automatically generated using MetaBAT, CONCOCT and MyCC for an anaerobic digestion metagenomic (AD microbiome) dataset. Out of 31 refined genome bins, 23 were characterized with higher completeness and lower contamination in comparison to their respective, automatically generated, genome bins. Additionally, to benchmark ICoVeR against a previously validated dataset, we used Sharon's dataset representing an infant gut metagenome. Conclusions: ICoVeR is an open source software package that allows curation of disparate genome bins generated with automatic binning algorithms. It is freely available under the GPLv3 license at https://git.list.lu/eScience/ICoVeR. The data management and analytical functions of ICoVeR are implemented in R, therefore the software can be easily installed on any system for which R is available. Installation and usage guide together with the example files ready to be visualized are also provided via the project wiki. ICoVeR running instance preloaded with AD microbiome and Sharon's datasets can be accessed via the website. © 2017 The Author(s).","Contig bin visualization; Genome reconstruction; Metagenomics; Software","Article","Scopus"
"Kochev N.; Avramova S.; Jeliazkova N.","Kochev, Nikolay (7801569368); Avramova, Svetlana (57203511295); Jeliazkova, Nina (8378341000)","7801569368; 57203511295; 8378341000","Ambit-SMIRKS: a software module for reaction representation, reaction search and structure transformation","2018","Journal of Cheminformatics","10.1186/s13321-018-0295-6","9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85051957228&doi=10.1186%2fs13321-018-0295-6&partnerID=40&md5=74c0c1aa2d6ae88af36ebfb8c4f19a2e","Ambit-SMIRKS is an open source software, enabling structure transformation via the SMIRKS language and implemented as an extension of Ambit-SMARTS. As part of the Ambit project it builds on top of The Chemistry Development Kit (The CDK). Ambit-SMIRKS provides the following functionalities: parsing of SMIRKS linear notations into internal reaction (transformation) representations based on The CDK objects, application of the stored reactions against target (reactant) molecules for actual transformation of the target chemical objects, reaction searching, stereo information handling, product post-processing, etc. The transformations can be applied on various sites of the reactant molecule in several modes: single, non-overlapping, non-identical, non-homomorphic or externally specified list of sites utilizing efficient substructure searching algorithm. Ambit-SMIRKS handles the molecules stereo information and supports basic chemical stereo elements implemented in The CDK library. The full SMARTS logical expressions syntax for reactions specification is supported, including recursive SMARTS expressions as well as additional syntax extensions. Since its initial development for the purpose of metabolite generation within Toxtree, the Ambit-SMIRKS module was used in various chemoinformatics projects, both developed by the authors of the package and by external teams. We show several use cases of the Ambit-SMIRKS software including standardization of large chemical databases and pathway transformation database and prediction. Ambit-SMIRKS is distributed as a Java library under LGPL license. More information on use cases and applications, including download links is available at http://ambit.sourceforge.net/smirks. © 2018, The Author(s).","Linear notation; Reaction presentation; SMIRKS; Software library; Structure transformation","Article","Scopus"
"Greenfield P.; Miller T.","Greenfield, P. (43961164600); Miller, T. (57198615493)","43961164600; 57198615493","The Calibration Reference Data System","2016","Astronomy and Computing","10.1016/j.ascom.2016.04.001","2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84966372696&doi=10.1016%2fj.ascom.2016.04.001&partnerID=40&md5=16b87660c76a5fc316cf6f8cf835ca7d","We describe a software architecture and implementation for using rules to determine which calibration files are appropriate for calibrating a given observation. This new system, the Calibration Reference Data System (CRDS), replaces what had been previously used for the Hubble Space Telescope (HST) calibration pipelines, the Calibration Database System (CDBS). CRDS will be used for the James Webb Space Telescope (JWST) calibration pipelines, and is currently being used for HST calibration pipelines. CRDS can be easily generalized for use in similar applications that need a rules-based system for selecting the appropriate item for a given dataset; we give some examples of such generalizations that will likely be used for JWST. The core functionality of the Calibration Reference Data System is available under an Open Source license. CRDS is briefly contrasted with a sampling of other similar systems used at other observatories. © 2016 Published by Elsevier B.V.","Calibration; Pipelines","Article","Scopus"
"Zhang W.; Cheng A.M.K.; Subhlok J.","Zhang, Weizhe (35263372000); Cheng, Albert M.K. (7402075079); Subhlok, Jaspal (6701413086)","35263372000; 7402075079; 6701413086","DwarfCode: A performance prediction tool for parallel applications","2016","IEEE Transactions on Computers","10.1109/TC.2015.2417526","19","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84962053261&doi=10.1109%2fTC.2015.2417526&partnerID=40&md5=284893c3c985072d2fd8632301c29d49","We present DwarfCode, a performance prediction tool for MPI applications on diverse computing platforms. The goal is to accurately predict the running time of applications for task scheduling and job migration. First, DwarfCode collects the execution traces to record the computing and communication events. Then, it merges the traces from different processes into a single trace. After that, DwarfCode identifies and compresses the repeating patterns in the final trace to shrink the size of the events. Finally, a dwarf code is generated to mimic the original program behavior. This smaller running benchmark is replayed in the target platform to predict the performance of the original application. In order to generate such a benchmark, two major challenges are to reduce the time complexity of trace merging and repeat compression algorithms. We propose an O(mpn) trace merging algorithm to combine the traces generated by separate MPI processes, where m denotes the upper bound of tracing distance, p denotes the number of processes, and n denotes the maximum of event numbers of all the traces. More importantly, we put forward a novel repeat compression algorithm, whose time complexity is O(nlogn). Experimental results show that DwarfCode can accurately predict the running time of MPI applications. The error rate is below 10 percent for compute and communication intensive applications. This toolkit has been released for free download as a GNU General Public License v3 software. © 1968-2012 IEEE.","DwarfCode; MPI application; Performance prediction; trace compressing; trace merging","Article","Scopus"
"Huang H.-D.; Lee C.-S.; Wang M.-H.; Kao H.-Y.","Huang, Hsien-De (55557406800); Lee, Chang-Shing (26435840500); Wang, Mei-Hui (36244824800); Kao, Hung-Yu (35292548600)","55557406800; 26435840500; 36244824800; 35292548600","IT2FS-based ontology with soft-computing mechanism for malware behavior analysis","2014","Soft Computing","10.1007/s00500-013-1056-0","18","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84892669628&doi=10.1007%2fs00500-013-1056-0&partnerID=40&md5=d983e8b3f172855d8948fab3b84abeb8","Antimalware application is one of the most important research issues in the area of cyber security threat. Nowadays, because hackers continuously develop novel techniques to intrude into computer systems for various reasons, many security researchers should analyze and track new malicious program to protect sensitive and valuable information in the organization. In this paper, we propose a novel soft-computing mechanism based on the ontology model for malware behavioral analysis: Malware Analysis Network in Taiwan (MAN in Taiwan, MiT). The core techniques of MiT contain two parts listed as follows: (1) collect the logs of network connection, registry, and memory from the operation system on the physical-virtual hybrid analysis environment to get and extract more unknown malicious behavior information. The important information is then extracted to construct the ontology model by using the Web Ontology Language and Fuzzy Markup Language. Additionally, MiT is also able to automatically provide and share samples and reports via the cloud storage mechanism; (2) apply the techniques of Interval Type-2 Fuzzy Set to construct the malware analysis domain knowledge, namely the Interval Type-2 Fuzzy Malware Ontology (IT2FMO), for malware behavior analysis. Simulation results show that the proposed approach can effectively execute the malware behavior analysis, and the constructed system has also released under GNU General Public License version 3. In the future, the system is expected to largely collect and analyze malware samples for providing industries or universities to do related applications via the established IT2FMO. © 2013 Springer-Verlag Berlin Heidelberg.","Fuzzy markup language; Malware behavioral analysis; Ontology; Soft computing; Type-2 fuzzy set","Article","Scopus"
