"Authors","Author full names","Author(s) ID","Titles","Year","Source title","DOI","Cited by","Link","Abstract","Author Keywords","Document Type","Source"
"Hamerstone J.; Hough L.M.","Hamerstone, James (57193532710); Hough, Lindsay Musser (57193535811)","57193532710; 57193535811","A woman’s framework for a successful career and life","2013","A Woman's Framework for a Successful Career and Life","10.1057/9781137314222","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85014691708&doi=10.1057%2f9781137314222&partnerID=40&md5=832f87d57c6752789c2b46edcecc69e8","Successfully Navigating a Profession is a comprehensive resource for young women trying to figure out how to build a successful career in today’s world. Unfortunately, young women navigating the current workforce are faced with career metaphors that can make achieving a successful career tantamount to sending a text message from a rotary phone. While building a satisfying career in today’s economy isn’t quite as easy as laying on your couch and texting in your American Idol votes, it doesn’t have to seem impossible either. This book explains how. Its 2010 women routinely serve on the President’s cabinet (President Obama’s has five), lead large corporations such as Pepsi and Xerox, and comprise 60 percent of college graduates. The ingredients to the ‘secret sauce’ of a woman’s career aren’t so secret anymore. However, few books provide those ingredients in a straightforward, organized way. In this timely work, the authors lay out, one by one, the building blocks for a successful, lifelong career focusing on skills (such as leadership and communication), mentoring, work-life fit, and personal branding. Is this book a cookbook for success of a modern women’s career? Probably not; even the most accomplished women don’t claim to have followed a formulaic path to success. What Hamerstone and Musser Hough do is help a young woman think about what her satisfying career might really look like and provide a unifying framework for how to get there. Appropriate for a young woman just entering the workforce up through a woman in mid-career (who doesn’t have time to read a dozen different books on various narrow career topics), Successfully Navigating a Profession lays out the key elements of a successful career in a concise and logical manner. Those elements include core skills - Leadership, Communication, Negotiation as well as Networking, Mentoring, Career Path Navigation, Work-Life Fit, and Personal Brand. Each topic includes a summary of key research and leading thought on these issues and is infused with examples and commentary from successful women gathered through interviews the authors conducted with women of all ages in corporate, government, and non-for-profit organizations. Most importantly, each chapter answers the ‘So What Does this Mean for Me?’ question by offering realistic, concrete suggestions for how women can Successfully Navigate a Profession. The authors offer a unique blend of practical and academic experiences that provides the reader with a framework to successfully navigate her career in today’s economy. © James Hamerstone and Lindsay Musser Hough, 2013.","","Book","Scopus"
"Collins J.; Jordan K.","Collins, Jock (13005157600); Jordan, Kirrily (26323585800)","13005157600; 26323585800","Ethnic precincts as ethnic tourism destinations in urban Australia","2009","Tourism, Culture and Communication","10.3727/109830409787556611","10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-62249196846&doi=10.3727%2f109830409787556611&partnerID=40&md5=819799a330c4bf44f5092d257c824586","Australia has received one of the relatively largest and most diverse intakes of immigrants of any of the Western nations, with more than half of the population of Australia's largest cities first- or second-generation immigrants. The tourism literature places great importance on the cultural industries and the growth of cultural tourism in countries like Australia. But the link between immigration, ethnic diversity, and tourism, which we call ethnic tourism, in Australia and elsewhere has received little attention by scholars. By ethnic tourism we mean not only the tourism by ethnic minorities to countries like Australia but also the way that nonminority tourists - in Australia, this means British, New Zealand, and North American tourists - are attracted to ethnic tourist sites such as ethnic precincts. The cosmopolitan character of Australia's largest cities, a result of the great ethnic diversity of Australia's immigration intake over the past 60 years, has lead to the development of ethnic tourism, a subset of cultural tourism. Ethnic tourism thus includes tourism to destinations that are labeled, marketed, and identified with the cultural diversity of a particular minority ethnic group. Ethnic precincts such as Chinatown, Little Italy, Thaitown, and Koreatown attract customers who are locals, national tourists, or international tourists to experience the ""ethnic neighborhoods"" of the city. These customers are often attracted by the presence of ethnic businesses - restaurants, shops, services - set up by ethnic entrepreneurs. Some tourists may be seeking an ""authentic"" ethnic experience in the precinct. This may involve the quality and style of food, the smells and sounds arising from restaurants, the presence of locals and ""co - ethnic"" customers and staff, and the decor and iconography of the streetscape, buildings, and landmarks. Ethnic communities and local governments may also hold ethnic festivals and events which attract both tourists and locals. Focusing on the links between immigration, ethnic diversity, and tourism, this article concentrates on the supply side of one site of the ethnic tourism industry in Australia: that of ethnic precincts in Australian cities. Drawing on recent fieldwork with tourists, entrepreneurs, ethnic community leaders, and local and state government officials in two metropolitan ethnic precincts (Sydney's Chinatown and Perth's Northbridge), this article explores some critical dimensions of the interface between immigration, ethnic diversity, and tourism. The positioning of ethnic precincts as tourism products includes contradictory and complex issues of authenticity, employment, the representation of ethnicity, consultation with migrant communities, negotiations with local government authorities, and marketing and promotion activities. The article concludes that while historical patterns of immigration and immigrant settlement have changed over time, ethnie precincts are important, though changing, sites of urban ethnic tourism in Australia and thus fertile sites to begin to understand the complex and changing links between immigration, ethnic diversity, and tourism in contemporary cosmopolitan cities. Copyright © 2009 Cognizant Comm. Corp.","Ethnic entrepreneurs; Ethnic precincts; Ethnic tourism; Tourism","Article","Scopus"
"Yuan L.; Chia R.","Yuan, Li (54406314200); Chia, Robert (7004115711)","54406314200; 7004115711","The effect of traditional Chinese fuzzy thinking on human resource practices in mainland China","2011","Chinese Management Studies","10.1108/17506141111183479","6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-82055193663&doi=10.1108%2f17506141111183479&partnerID=40&md5=b0fa969cc75a835665c803bdd7bafdcc","Purpose: The purpose of this paper is to explore the effect of traditional Chinese fuzzy thinking and its particular effects on human resource management (HRM) practices in mainland China. Design/methodology/approach: Semi-structured interviews with practising managers and directors of Chinese companies were used to access the tacit message in HR practices cases and to capture the personal stories provided by Chinese managers with rich working experiences on HRM, in order to discover the cultural fundamentals beneath the surface of HR practices and so disclose their underlying significance. The data for the study were collected through in-depth interviews with 21 top managers and HR managers in Chinese companies about the role of Chinese fuzzy thinking in Chinese HRM practices. Findings: The results show that in HRM practices, the principle of Zhongyong significantly affects: preference in recruitment and selection practices; the preferred way of communication and negotiation; the relationship between superiors and subordinates and the relationship among employees; and the leadership styles. Research limitations/implications: The research limitation mainly lies in an insufficient sample size, undivided geographical area and inadequate classification of the Chinese enterprises. Originality/value: This is the first paper of its kind to empirically investigate the effect of the ideal of Zhongyong, which the authors claim originates from Chinese traditional fuzzy thinking, on HRM practices in China. © Emerald Group Publishing Limited.","China; Fuzzy thinking; Human resource management; National cultures; Organizational culture; Zhongyong","Article","Scopus"
"Tripp A.M.","Tripp, Aili Mari (7003838560)","7003838560","Gender, agency and peace negotiations in Africa","2012","Gendered Insecurities, Health and Development in Africa","","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84917484575&partnerID=40&md5=7a207c68a171ebe4a27b0c298487110d","Human security approaches to peacebuilding incorporate important agencyoriented, people-centered and bottom-up perspectives that are in many ways attractive to those adopting a gendered approach to security.1 There are some approaches to human security, although not all, that even include an appreciation for the power dimensions of security, which is at the core of any analysis of gender (Hoogensen and Stuvoy, 2006; Grayson, 2008). However, there are many aspects of the human security approach relating to agency that need to be sharpened in order to make the concept workable from a gender studies perspective, especially when one looks at the concept from the point of view of women within conflict and post-conflict situations. Gender relations within the context of conflict are one such set of social relations that reveal the complexities embedded within the notion of agency. Civil conflict breaks open, pathologizes, distorts and can even transform societal rifts, making it all the more important that we problematize the meaning of agency. First, we need to consider the agents themselves. What is meant by “people” in human security approaches needs to be clarified, especially where there are multiple and competing interests of different “people” that are embedded in power relations. Men and women do not always have the same motivations and objectives in processes like peacemaking. This chapter looks at differences between men and women in peacebuilding activities. It asks: Why have women’s peacemaking activities differed so significantly from those of men in most African conflicts? Why have women been relegated primarily to localized peacemaking efforts? Why has it been so hard for them to participate in national peacekeeping negotiations and initiatives that are generally dominated by men? Second, agency itself is not neutral and can serve multiple and competing purposes, both for ill and for good. One reality is that war and other forms of insecurity make people act in ways they would never dream of doing under normal circumstances in order to stay alive. Even peace activists-more than is often acknowledged-cut unholy deals and collaborate with “the enemy” in order to survive. Some women in Liberia accepted top positions within government ministries of the corrupt and autocratic Charles Taylor government in order to advance their careers personally, but also because they felt that this positioned them better to negotiate for peace and advance gender-related goals. Theft, corruption and deceit are rampant during conflict. Agency is often described in positive terms, but the realities of conflict may make agency a more ambiguous concept. During the Liberian women’s peace movement, a few so-called peace activists associated with President Charles Taylor allegedly tried to ambush and kill the leaders of the movement during one effort to engage and disarm soldiers. To be clear, many women who had been associated with the Taylor government or who had supported Taylor belonged to the peace movement, but only a few resorted to such tactics. Third, the more severe the circumstances, the more agency becomes problematic. How, for example, should one understand agency when the actions of one victimized group result in the suffering and misery of others? What is the meaning of agency when women use what little agency they have simply to survive through whatever brutal means is available to them? Kidnapped girl child soldiers in Sierra Leone found that the more violent and ruthless they were in their attacks on civilian populations, the more privileges they attained in the context where they themselves were victims of physical and other insecurities. Some girl soldiers used their fighting skills to defend themselves by killing combatants who tried to rape them. Fourth, what is the meaning of agency when the solution is almost as bad as the problem, creating its own set of dilemmas? For example, women, girls and combatants sometimes use marriage and exchange sexual relations with fighters for survival and protection. Some scholars have described these survival strategies in terms of agency (Maclure and Denov, 2006; Denov and Gervais, 2007). Fifth, human security approaches often tend to focus on the individual as both the means and the end of human security (Buzan, 2004: p. 37; Tadjbakhsh and Chenoy, 2007: p. 238). In practice, the way problems are framed have often resulted in statist solutions, e.g., by focusing on individual agency and the rights of the individual (Krause and Williams, 1997: p. 46; Richmond, 2007; Ambrosetti, 2008; Christie, 2010). This is premised on a liberal notion of rights as being located primarily with the individual. Yet agency is not only enacted by individuals. It often takes collective forms. Both individual and collective actors need to be accounted for. Women’s demands to participate in peace negotiations were almost always made as a collective and were made in order to advance a women’s rights agenda to benefit women as a collectivity because they were perceived as a group to be marginalized, particularly in context of war. In fact, conflict exacerbated the consequences of women’s exclusions, making it all the more imperative to make demands as a collectivity. Moreover, women’s agency, like that of others, is largely defined or constrained by the broader gendered social structures within which women operate. Gender-based discrimination sets parameters on women’s action. This chapter looks at why and how women seek to challenge those parameters and redefine agency collectively along more egalitarian lines in the context of war, with particular reference to Liberia. By “integrating a gender perspective into the concept of human security rather than applying human security to gender,” as Hoogensen and Stuvoy (2006: p. 219) suggest, it becomes easier to adopt a more people-centered approach to security and appreciate the important ways in which women on the ground are collectively taking measures to address their vulnerabilities and claim a voice through political representation. Although rarely acknowledged by the press, academics or policy makers, women and women’s organizations in Africa-from Sierra Leone to Liberia, Somalia, Democratic Republic of Congo, Mozambique, Rwanda, Burundi and Uganda-have been actively engaged in peacebuilding activities at the local levels. Many of the most important and least recognized ways women engaged in peacemaking in Liberia, for example, involved a wide variety of peacemaking tactics, organizing rallies and boycotts, letter writing to international agencies, promoting small arms confiscation and negotiating with rebels to release abducted child soldiers. These activities gained virtually no recognition by national, regional and international bodies when it came to constructing peace negotiation delegations, which suggests that women’s activities have often been relegated to the more informal, localized and private domains. This necessitates paying attention to the ways in which women have actually pursued peace, but also attending to the fact that women have been left out of the more formal peace negotiations. © 2012 Howard Stein and Amal Hassan Fadlalla","","Book chapter","Scopus"
"Fergusson I.F.; Davis C.M.","Fergusson, Ian F. (56000339800); Davis, Christopher M. (57205104757)","56000339800; 57205104757","Trade promotion authority (TPA): Frequently asked questions","2018","Trade Issues: An Overview","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058505946&partnerID=40&md5=f2070b236c1f17a5762023cc5591e3a1","Legislation to reauthorize Trade Promotion Authority (TPA)- sometimes called “fast track,” - the Bipartisan Congressional Trade Priorities and Accountability Act of 2015 (TPA-2015), was signed into law by President Obama on June 29, 2015 (P.L. 114-26). If the President negotiates an international trade agreement that would reduce tariff or non-tariff barriers to trade in ways that require changes in U.S. law, the United States can implement the agreement only through the enactment of legislation. If the trade agreement and the process of negotiating it meet certain requirements, TPA allows Congress to consider the required implementing bill under expedited procedures, pursuant to which the bill may come to the floor without action by the leadership, and can receive a guaranteed up-or-down vote with no amendments. Under TPA, an implementing bill may be eligible for expedited consideration if: (1) the trade agreement was negotiated during the limited time period for which TPA is in effect; (2) the agreement advances a series of U.S. trade negotiating objectives specified in the TPA statute; (3) the negotiations were conducted in conjunction with an extensive array of required notifications to and consultations with Congress and other stakeholders; and (4) the President submits to Congress a draft implementing bill, which must meet specific content requirements, and a range of required supporting information. If, in any given case, Congress judges that these requirements have not been met, TPA provides mechanisms through which the eligibility of the implementing bill for expedited consideration may be withdrawn in one or both chambers. TPA is authorized through July 1, 2021, if the President asks for an extension-as he did on March 20, 2018, and Congress does not enact an extension disapproval resolution within 60 days of July 1, 2018. The United States is now engaged in renegotiation of the North American Free Trade Agreement (NAFTA), for which TPA could be used to consider implementing legislation. The issue of TPA reauthorization raises a number of questions regarding TPA itself and the pending legislation. This chapter addresses a number of those questions that are frequently asked, including the following: • What is trade promotion authority? • Is TPA necessary? • What are trade negotiating objectives and how are they reflected in TPA statutes? • What requirements does Congress impose on the President under TPA? • Does TPA affect congressional authority on trade policy?. © 2018 Nova Science Publishers, Inc.","","Book chapter","Scopus"
"Johannessen H.; Simonsen B.","Johannessen, Helene (37069485600); Simonsen, Birgitte (37069748700)","37069485600; 37069748700","Self-government at the Svanholm Collective - Learning by doing","1998","International Journal of Leadership in Education","10.1080/1360312980010403","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-61249659119&doi=10.1080%2f1360312980010403&partnerID=40&md5=089d7e675f1d0ae9a41b68a0ff51857b","The Svanholm Collective was founded in 1978 when 82 adults and 40 children purchased the Svanholm Estate with 988 acres of land, 40 miles from Copenhagen, Denmark. The Collective has been a central force in the movement which has introduced organized organic agriculture and sustainability in Denmark. The Collective has a totally common economy, all income being pooled and all expenses being covered by the Collective, except for a small amount of private pocket money. Svanholm has a collective leadership with the weekly communal meeting as its highest decision-making body. The different working groups are autonomous within the financial boundaries decided upon by the communal meeting in the yearly budget rounds. All decisions depend on consensus (i.e. that everyone must agree). This implies that negotiations must go on until all agree. The members of the collective are average people, from babies to older pensioners, from unskilled to academics, singles, pairs, families and divorced. Children have a very high priority and are integrated as much as possible in daily life and work. Compulsory school is outside Svanholm, but preschool childcare (up to 6 years of age) and after-school activities for older children are arranged collectively. Svanholm-kollektivit blev startet i 1978, da 82 voksne og 40 boern kœbte Svanholm Gods med 400 ha land 60 km fra Kœbenhavn. Kollektivet har været en drivende kraft i den bevæelse der har introduceret og organiseret œkologisk landbrug og bseredygtighed i Danmark. Kollektivit har total fæles œkonomi, dvs. at alle indtægter er fselles, og kollektivet dækker alle udgifter med undtagelse af et mindre privat belœb i lommepenge. Svanholm styres kollektivet med det ugentlige fællesmoede som det oeverste besluttende organ. De forskellige arbejdsgrupper er selvstyrende indenfor de œkomoniske rammer, der fastlægges af fællesmœdet i de aarlige budgetter. Alle beslutninger tages efter konsensus-princippet, dvs. at alle skal være enige. Dette medfcerer at der maaforhandles indtil der ikke er nogen der er saa uenige at de vil gœre brug af deres veto-ret. Medlemmerne af Svanholm udgoer et gennemsnitligt befolkningsudsnit, fra babyer til pensionister, fra ufaglærte til akademikere, enlige, par, familier og fraskilte. Boern har en meget hœj prioritet og integreres mest muligt i kollektivets dagligliv og arbejde. Pligtig skolegang foregaar udenfor Svanholm, men vuggestue, bœrnehave og aktiviteter for stœrre boern efter skoletid arrangeres kollektivt.","","Review","Scopus"
"Steffensen M.; Rogers E.M.; Speakman K.","Steffensen, Morten (6602306639); Rogers, Everett M. (7202060262); Speakman, Kristen (15058491000)","6602306639; 7202060262; 15058491000","Spin-offs from research centers at a research university","2000","Journal of Business Venturing","10.1016/S0883-9026(98)00006-8","281","https://www.scopus.com/inward/record.uri?eid=2-s2.0-12944259216&doi=10.1016%2fS0883-9026%2898%2900006-8&partnerID=40&md5=80f039098fc9fa974f6df766ee9d7f9b","Spin-offs are a means of technology transfer from a parent organization that represent a mechanism for creating jobs and new wealth. We investigated 6 of the 19 spin-offs from the 55 research centers at the University of New Mexico (UNM) in 1997. The Albuquerque area in Northern New Mexico is rich in technology, thanks to the presence of three large Federal R&D laboratories and the University of New Mexico. University administrators and community leaders envision a future technopolis (technology city), but achieving this goal will be difficult, given the lack of needed infrastructure, entrepreneurship, and venture capital in the Albuquerque region. Nevertheless, in the early 1990s the amount of research funding at UNM increased at a faster rate than at other U.S. research universities (total research funding rose to $197 million in 1996). Most of this increase (about 85%) took place through the efforts of UNM's 55 research centers, which are multidisciplinary units supported mainly by funding from federal and state government agencies, private companies, and foundations. The research centers transfer technological innovations across the university's boundary via various mechanisms, including spin-offs. A spin-off is a new company that is formed (1) by individuals who were former employees of the parent organization (a UNM research center in the present case), and (2) a core technology that is transferred from the parent organization. A previous study by the present authors identified 71 spin-offs from the three federal R&D laboratories in New Mexico. The fact that high-technology spin-offs are occurring in New Mexico, and at an increasing rate, suggests that a technopolis may be getting underway. In recent years the University of New Mexico and the federal R&D laboratories have established organizational and procedural mechanisms intended to encourage spin-offs and other types of technology transfer such as patenting and technology licensing. An important factor in the success of a spin-off company is the degree of support that it receives from its parent organization. The six UNM spin-offs of study here experienced few conflicts with their parent, in each case a university-based research center. However, lengthy negotiations with university officials over intellectual property rights to a spin-off's core technology were often involved. The director of a spin-off's parent research center usually played a key role in the spin-off process. Often the university research center continued to provide laboratory facilities and access to research equipment to the spin-off. Generally, both the spin-off and the parent organization perceived of the spin-off process as a win-win situation (which might not be the case when the parent is a private company and the spin-off becomes a competitor). In the present investigation we identify two types of spin-offs: (1) planned, when the new venture results from an organized effort by the parent organization, and (2) spontaneously occurring, when the new company is established by an entrepreneur who identifies a market opportunity and who founds the spin-off with little encouragement (and perhaps with discouragement) from the parent organization. Both types of spin-offs were represented in the present study. UNM professors, directors of the parent research centers, and others played important roles in instigating three of the six spin-offs, while the other three were launched mainly by entrepreneurs. Spin-offs represent an important mechanism for technology transfer, as a spin-off is typically founded around a core technological innovation that was initially developed at the parent organization. One reason that a research university is a vital ingredient in a technopolis is because of the considerable role that university-based research centers play in spinning-off new ventures. Stanford University in Silicon Valley, MIT on Route 128, and the University of Texas in Austin are all examples of this important relationship. The University of New Mexico is a smaller research university than Stanford, MIT, or Texas, but it is beginning to play a similar role in the spin-off process. If indeed a technopolis eventually develops in Albuquerque, perhaps in 10 or 20 years, lessons may be learned about the roles of a research university and its research centers (and federal R&D laboratories), in contributing to regional economic development. © 1999 Elsevier Science Inc.","","Article","Scopus"
"","","","Book Review Section","1994","Personnel Psychology","10.1111/j.1744-6570.1994.tb01583.x","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85025304447&doi=10.1111%2fj.1744-6570.1994.tb01583.x&partnerID=40&md5=ba6e48bed035109b3ad82ba22ddbda76","Book review in this Article: MITROFF, IAN I., MASON, RICHARD O., and PEARSON, CHRISTINE M. Framebreak The Radical Redesign of American Business. MINER, JOHN B. Role Motivation Theories. STOKES, GARNETT S., MUMFORD, MICHAEL D., and OWENS, WILLIAM A. (Eds.). Biodata Handbook: DUNNETTE, MARVIN D. and HOUGH, LEATTA M. (Eds.). Handbook of Industrial and Organizational Psychology: Vol. 2 (2nd ed.). MUCHINSKY, PAUL M. Psychology Applied to Work: An Introduction to Industrial and Organizational Psychology (4th ed.). BEREMAN, NANCY A. and LENGNICK‐HALL, MARK L. Compensation Decision Making: BARRETT, DERM. Fast Focus on TQM: A Concise Guide to Company‐wide Learning. POWELL, GARY N. Women and Men in Management (2nd ed.). BAILYN, LOTTE. Breaking the Mold: Women, Men, and Time in the New Corporate World. HERMAN, STANLEY M. A Force of Ones: Reclaiming Individual Power in a Time of Teams, Work Groups, and Other Crowds. HENEMAN, HERBERT G., III and HENEMAN, ROBERT L. Staffing Organizations. PRUNT, DEAN G. and CARNEVALE, PETER J. Negotiation in Social Conflict. NORTHEY, PATRICIA and SOUTHWAY, NIGEL. Cycle Time Management: The Fast Track to Time‐Based Productivity Improvement. SNYDER, NEIL H., DOWD, JAMES J., JR., and HOUGHTON, DIANNE MORSE. Visions, Values and Courage: Leadership for Quality Management. KLOSE, ALLEN J. Breaking the Chains: The Empowerment of Employees: How to Evaluate, Monitor and Improve Employee Empowerment Levels. ROMEYN, JANE. Flexible Working Time: Part‐Time and Casual Employment. PORTER, LYMAN W. and ROSENZWEIG, MARK R. (Eds.). Copyright © 1994, Wiley Blackwell. All rights reserved","","Article","Scopus"
"Paramonova V.V.; Muhametzyanov R.R.; Epshteyn V.A.","Paramonova, Vlada Vadimovna (57215875574); Muhametzyanov, Rustem Ravilevich (56518329600); Epshteyn, Vitaly Anatolievich (57215875868)","57215875574; 56518329600; 57215875868","Transformation of the views of China on the problem of supply chain management of territorial regulation of the borders of India in the last quarter of the XX century","2019","International Journal of Supply Chain Management","","0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082195188&partnerID=40&md5=809441fd4f96de7b78fc8e6a4a0eb056","After the death of Mao Zedong in September 1976, the PRC opens a new page in its foreign policy history. This is mostly due to the reforms and transformations that Deng Xiaoping proclaimed. The change of sociopolitical and economic structures that had taken place laid the foundation for China's entry into world leaders in some positions. By the time Deng Xiaoping came to power, the Chinese economy was in decline after the ""political adventures"" of Mao Zedong. To get out of this situation, it was necessary to liberalize the economic and social sectors, as well as solve a whole range of foreign policy problems (from establishing official diplomatic relations with the USA and improving relations with the USSR, to solving the problems of Hong Kong and Macao) in order to become a harmonious part of the world community. To strengthen its position in the Asia-Pacific region, China needed, first of all, to establish relations with all its neighbours and resolve territorial disputes, of which there were many. This article is supposed to consider the question of the attempts of the PRC to resolve existing differences on the disputed parts of the borders with the Republic of India. In the period under review, China had several territorial disputes with its neighbours, which did not allow to realize the foreign policy potential, and there was also not a sufficient number of allies and economic partners of the PRC. As an example of a solution to border disputes, one can cite a positive result achieved in the course of negotiations with the USSR on the demarcation of the border. If China managed to achieve its goals with its northern neighbor, the question with India still remains open. In our study, an attempt will be made to analyse the course of the negotiation process between the PRC and the Republic of India in the last quarter of the 20th century and to identify the reasons for the lack of a decision on this issue. This analysis is interesting not only in terms of forecasting the development of the situation in the APR but also within the framework of other territorial problems of the PRC. © ExcelingTech Pub, UK.","Aksai Chin; Arunachal Pradesh; China; Cold War; Dalai Lama; Deng Xiaoping; Foreign Policy; Indira Gandhi; Mao Zedong; Republic of India; Supply chain strategy; War; Zhou Enlai","Article","Scopus"
"Vinkhuyzen E.; Ikeya N.","Vinkhuyzen, Erik (16231545600); Ikeya, Nozomi (25223026900)","16231545600; 25223026900","Rethinking how projects are managed: Meeting communication across the organizational hierarchy","2011","Making Work Visible: Ethnographically Grounded Case Studies of Work Practice","10.1017/CBO9780511921360.020","1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923408367&doi=10.1017%2fCBO9780511921360.020&partnerID=40&md5=e903826f786195b6a87f8a9c3f00a4ee","In the summer of 2003 a team of fieldworkers set out to observe the development of a large IT system for a manufacturing company. The company had recently been spun off from a much larger organization, and whereas it was still using the IT systems of the organization it had been part of, the license for those systems would soon expire. The IT vendor had been selected to build an entirely new enterprise information system. It was a big project so in order to circumscribe the observational work the fieldworkers focused on the team responsible for the sales subsystem. From the start there was trouble. The sales department of the manufacturing organization had dispatched a small group to work with the IT vendor to establish the requirements for the system and they insisted that the new system must support their current work flow, even though the software package their management had chosen in the early negotiations of the project was expressly designed for a different workflow. So the sales department's representatives made numerous requests to have the software package altered in fundamental ways. Furthermore, the sales subsystem team from the IT vendor was relatively inexperienced. Their leader had been selected because of his success in a previous project, but he was familiar neither with typical sales work processes nor with the software package. The junior person knew about the software package, but not sufficiently to answer the customer's many detailed questions. © Cambridge University Press 2011.","","Book chapter","Scopus"
"Orr R.J.; Scott W.R.","Orr, Ryan J. (15036389800); Scott, W. Richard (57203598350)","15036389800; 57203598350","Institutional exceptions on global projects: A process model","2011","Global Projects: Institutional and Political Challenges","10.1017/CBO9780511792533.007","4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84923517044&doi=10.1017%2fCBO9780511792533.007&partnerID=40&md5=b9a75f746124acb882c9bc00f3c5ba55","When you hear hoof beats think Horses, not Zebras – unless you're in Africa. There is an ever-growing body of scholarly research to assess and categorize differences in cross-national cultural values (e.g., Hofstede 1984; House et al. 2004) and social institutions (e.g., Hall and Soskice 2001; Busenitz, Gomez, and Spencer 2000) as they affect business practice and economic performance. Within this corpus of research, terms like liabilities of foreignness (Hymer 1976; Zaheer 1995), psychic distance (Johansson and Vahlne 1977), cultural distance (Kogut and Singh 1988), institutional distance (Xu and Shenkar 2002), and institutional idiosyncrasies (Henisz 2003) have become increasingly common. Although there is considerable variation in terms and rubrics, these studies typically draw out a general hypothesis that differences between cultures and social structures impede the success of cross-societal collaborative ventures. In the words of Javidan and House (2002), “From a practical point of view, the complexity of cross-national negotiations, mergers, assignments and leadership probably depends on the extent of the difference between the two cultures.” Despite widespread support for this premise, there has been relatively little empirical effort to examine the underlying processes – the actual dynamics and conditions – by which cross-societal variations in rules, norms, and cultural beliefs are translated into the kinds of complications and costs that have been documented by mainstream researchers (Shenkar 2001). To enhance understanding of how cross-societal friction actually arises, we analyzed a set of 23 case studies collected from cross-border contractors and investors, such as Bechtel, Walt Disney, and the World Bank, involved in large-scale global projects. © Cambridge University Press 2011.","","Book chapter","Scopus"
"Chan M.M.J.","Chan, Mignonne M.J. (55947011400)","55947011400","US trade strategy of ""competitive liberalization""","2005","Tamkang Journal of International Affairs","","3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-28044472513&partnerID=40&md5=937507aac1cb5bcac348780451d6b2e0","This paper seeks to identify the underlying assumptions of the US trade strategy of ""competitive liberalization"", examine the applications of this strategy in the Free Trade Agreements proliferated by the US, analyze the limitations entailed in this trade approach, and postulate challenges ahead for the US to take a leadership role in the process of global liberalization. With the interchange of unilateral, bilateral, sub-regional, regional and global trade approaches, US trade strategists seek to maximize national interests by publicizing the positive effects of ""competitive liberalization"", scoring high with ""asymmetric reciprocity"", and rewarding the ""like-minded"" partner with strategic consideration. The effect of the Trade Promotion Authority Act of 2002 granted the US President, and the consequential conclusions pursuant to FTAs were scrutinized - including US-Canada FTA, US-Mexico FTA, North American Free Trade Area, Free Trade Area of Americas, US-Singapore FTA, and Enterprise for ASEAN Initiative. The limitations of ""competitive liberalization"" are explored in terms of the reaction to the unilateral actions, the effect to global liberalization, and the nature of non-inclusiveness. Finally, the challenges ahead for the US will include the practice of hard-power unilateralism vis-à-vis soft power multilateralism, the FTAs as building blocks vis-à-vis stumbling blocks, the approach to negotiation as asymmetric bargain vis-à-vis consensual community building, and the sensitivity towards a mutually prosperous ""development"" round.","Competitive Liberalization; Doha Development Round; Free Trade Agreement (FTA); Free Trade Area of Americas (FTAA); North American Free Trade Area (NAFTA); TPA (Trade Promotion Authority); World Trade Organization (WTO)","Review","Scopus"
